identifiers,date,page
"Oral History , Accession Number: 2013.76.1 , RG Number: RG-50.030.0707",interview: 2013 June 17,https://collections.ushmm.org/search/catalog/irn59539
"Oral History , Accession Number: 2013.275.1 , RG Number: RG-50.030.0721",interview: 2013 September 11,https://collections.ushmm.org/search/catalog/irn74540
"Oral History , Accession Number: 1998.A.0119.13 , RG Number: RG-50.471.0013",interview: 1997 July 23,https://collections.ushmm.org/search/catalog/irn511031
"Oral History , Accession Number: 1997.A.0441.75 , RG Number: RG-50.462.0075",interview: 1985 April 22,https://collections.ushmm.org/search/catalog/irn508700
"Oral History , RG Number: RG-50.243.0007",interview: 1985 April,https://collections.ushmm.org/search/catalog/irn514120
"Oral History , Accession Number: 1992.A.0127.4 , RG Number: RG-50.154.0004",interview: 1986 March 28,https://collections.ushmm.org/search/catalog/irn510725
"Oral History , Accession Number: 2009.323 , RG Number: RG-50.106.0178",interview: 2009 December 28,https://collections.ushmm.org/search/catalog/irn39808
"Oral History , Accession Number: 2001.137.92 , RG Number: RG-50.010.0092",interview: 1981 August 06,https://collections.ushmm.org/search/catalog/irn508965
"Oral History , Accession Number: 2001.137.21 , RG Number: RG-50.010.0021",interview: 1980 January 18,https://collections.ushmm.org/search/catalog/irn508890
"Oral History , RG Number: RG-50.999.0511",interview: 2015 May 13,https://collections.ushmm.org/search/catalog/irn598624
"Oral History , Accession Number: 2010.9.3 , RG Number: RG-50.609.0003",interview: 2005,https://collections.ushmm.org/search/catalog/irn39662
"Oral History , Accession Number: 1999.A.0122.197 , RG Number: RG-50.477.0197",interview: 1989 July 30,https://collections.ushmm.org/search/catalog/irn508358
"Oral History , Accession Number: 1993.A.0089.2 , RG Number: RG-50.155.0002",interview: approximately 1989 July 12publication/distribution: approximately,https://collections.ushmm.org/search/catalog/irn504413
"Oral History , Accession Number: 1999.A.0122.1272 , RG Number: RG-50.477.1272",interview: 1990 November 24,https://collections.ushmm.org/search/catalog/irn46009
"Oral History , Accession Number: 2002.39 , RG Number: RG-50.106.0149",interview: 2002 April 18,https://collections.ushmm.org/search/catalog/irn510191
"Oral History , RG Number: RG-50.030.0276",interview: 1993 December 15,https://collections.ushmm.org/search/catalog/irn504760
"Oral History , Accession Number: 1992.A.0125.135 , RG Number: RG-50.233.0135",interview: 1992 April 16,https://collections.ushmm.org/search/catalog/irn509217
"Oral History , Accession Number: 1992.A.0125.121 , RG Number: RG-50.233.0121",Unknown,https://collections.ushmm.org/search/catalog/irn509203
"Oral History , Accession Number: 2013.21.1 , RG Number: RG-50.106.0203",interview: 2013 February 07,https://collections.ushmm.org/search/catalog/irn50592
"Oral History , Accession Number: 2018.384.1 , RG Number: RG-50.030.0980",interview: 2018 August 15interview: 2019 May 23,https://collections.ushmm.org/search/catalog/irn623144
"Oral History , Accession Number: 1989.A.0347 , RG Number: RG-50.030.0186",interview: 1989 October 24,https://collections.ushmm.org/search/catalog/irn504682
"Oral History , Accession Number: 1990.404.1 , RG Number: RG-50.030.0119",interview: 1990 June 08,https://collections.ushmm.org/search/catalog/irn504613
"Oral History , Accession Number: 1992.A.0125.90 , RG Number: RG-50.233.0090",interview: 1993 January,https://collections.ushmm.org/search/catalog/irn509173
"Oral History , Accession Number: 2019.488.1 , RG Number: RG-90.112.0001",Recorded: 1974,https://collections.ushmm.org/search/catalog/irn713439
"Oral History , Accession Number: 1995.A.1286.45 , RG Number: RG-50.405.0045",interview: 1990 September 12,https://collections.ushmm.org/search/catalog/irn511694
"Oral History , Accession Number: 1996.A.0586.4 , RG Number: RG-50.407.0004",interview: 1992 December 28,https://collections.ushmm.org/search/catalog/irn505788
"Oral History , Accession Number: 1992.A.0128.134 , RG Number: RG-50.165.0134",Unknown,https://collections.ushmm.org/search/catalog/irn511351
"Oral History , Accession Number: 1990.495.10 , RG Number: RG-50.061.0010",Unknown,https://collections.ushmm.org/search/catalog/irn510154
"Oral History , Accession Number: 1993.A.0088.58 , RG Number: RG-50.002.0058",interview: 1984,https://collections.ushmm.org/search/catalog/irn504876
"Oral History , Accession Number: 2019.154.19 , RG Number: RG-90.008.0019",interview: 1993 November 13,https://collections.ushmm.org/search/catalog/irn693798
"Oral History , RG Number: RG-50.999.0705",interview: 2019 June 27,https://collections.ushmm.org/search/catalog/irn713271
"Oral History , Accession Number: 2010.235 , RG Number: RG-50.030.0586",interview: 2010 September 14,https://collections.ushmm.org/search/catalog/irn42018
"Oral History , RG Number: RG-50.999.0741",interview: 2020 March 11,https://collections.ushmm.org/search/catalog/irn722889
"Oral History , Accession Number: 2017.215.9 , RG Number: RG-50.977.0009",interview: 2014 December,https://collections.ushmm.org/search/catalog/irn561527
"Oral History , Accession Number: 2003.241 , RG Number: RG-50.030.0480",interview: 2003 April 08,https://collections.ushmm.org/search/catalog/irn514183
"Oral History , Accession Number: 1999.A.0122.442 , RG Number: RG-50.477.0442",interview: 1993 April 01interview: 1993 April 04,https://collections.ushmm.org/search/catalog/irn512318
"Oral History , Accession Number: 1993.A.0089.26 , RG Number: RG-50.155.0026",interview: 1996 July 22,https://collections.ushmm.org/search/catalog/irn508489
"Oral History , Accession Number: 1999.A.0122.1344 , RG Number: RG-50.477.1344",interview: 1983 April 13-1983 April 13,https://collections.ushmm.org/search/catalog/irn47623
"Oral History , Accession Number: 1990.423.1 , RG Number: RG-50.030.0227",interview: 1990 July 11,https://collections.ushmm.org/search/catalog/irn504717
"Oral History , Accession Number: 1990.A.0333 , RG Number: RG-50.030.0101",interview: 1990 January 03,https://collections.ushmm.org/search/catalog/irn504595
"Oral History , Accession Number: 2013.52.1 , RG Number: RG-50.030.0687",interview: 2013 February 19,https://collections.ushmm.org/search/catalog/irn54253
"Oral History , Accession Number: 1996.A.0111 , RG Number: RG-50.106.0003",interview: 1996 January 25,https://collections.ushmm.org/search/catalog/irn504425
"Oral History , Accession Number: 1995.A.1219 DUP , RG Number: RG-50.106.0015",interview: 1995 July 07,https://collections.ushmm.org/search/catalog/irn504438
"Oral History , Accession Number: 2001.213.21 , RG Number: RG-50.969.0021",interview: 2000 November 26,https://collections.ushmm.org/search/catalog/irn558445
"Oral History , Accession Number: 1997.A.0441.74 , RG Number: RG-50.462.0074",interview: 1986 December 10,https://collections.ushmm.org/search/catalog/irn508699
"Oral History , Accession Number: 1997.A.0441.53 , RG Number: RG-50.462.0053",interview: 1986 October 02-1986 October 03,https://collections.ushmm.org/search/catalog/irn508677
"Oral History , Accession Number: 1997.A.0441.5 , RG Number: RG-50.462.0005",interview: 1983 November,https://collections.ushmm.org/search/catalog/irn508626
"Oral History , Accession Number: 1995.A.1257.4 , RG Number: RG-50.322.0004",interview: 1984 July 11,https://collections.ushmm.org/search/catalog/irn510456
"Oral History , RG Number: RG-50.243.0018",interview: 1985 July 16,https://collections.ushmm.org/search/catalog/irn514131
"Oral History , Accession Number: 1992.A.0128.102 , RG Number: RG-50.165.0102",interview: 1989 December 13,https://collections.ushmm.org/search/catalog/irn511322
"Oral History , Accession Number: 1992.A.0128.49 , RG Number: RG-50.165.0049",interview: 1988 April 16,https://collections.ushmm.org/search/catalog/irn511274
"Oral History , Accession Number: 1990.481.13 , RG Number: RG-50.062.0013",interview: 1987 December 28,https://collections.ushmm.org/search/catalog/irn511089
"Oral History , Accession Number: 1990.481.21 , RG Number: RG-50.062.0021",interview: 1988 January 09,https://collections.ushmm.org/search/catalog/irn511097
"Oral History , Accession Number: 1989.346.70 , RG Number: RG-50.031.0070",undated:,https://collections.ushmm.org/search/catalog/irn507500
"Oral History , Accession Number: 2001.137.67 , RG Number: RG-50.010.0067",interview: 1979 September 07,https://collections.ushmm.org/search/catalog/irn508936
"Oral History , Accession Number: 2001.137.29 , RG Number: RG-50.010.0029",interview: 1979 March 02,https://collections.ushmm.org/search/catalog/irn508898
"Oral History , RG Number: RG-50.999.0555",interview: 2016 May 05,https://collections.ushmm.org/search/catalog/irn598668
"Oral History , RG Number: RG-50.999.0457",interview: 2014 April 09,https://collections.ushmm.org/search/catalog/irn598570
"Oral History , Accession Number: 1995.A.1286.15 , RG Number: RG-50.405.0015",interview: 1990 November 26,https://collections.ushmm.org/search/catalog/irn511660
"Oral History , Accession Number: 2020.210.25 , RG Number: RG-90.121.0025",interview: 2014,https://collections.ushmm.org/search/catalog/irn716130
"Oral History , Accession Number: 1989.H.0342 , RG Number: RG-50.030.0044",interview: 1989 October 05,https://collections.ushmm.org/search/catalog/irn504544
"Oral History , Accession Number: 1999.A.0122.181 , RG Number: RG-50.477.0181",interview: 1993 December 10interview: 1994 January 06,https://collections.ushmm.org/search/catalog/irn508342
"Oral History , Accession Number: 1999.A.0122.1453 , RG Number: RG-50.477.1453",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47710
"Oral History , RG Number: RG-50.030.0259",interview: 1994 July 13,https://collections.ushmm.org/search/catalog/irn504753
"Oral History , Accession Number: 2002.368 , RG Number: RG-50.030.0473",interview: 2002 December 17,https://collections.ushmm.org/search/catalog/irn512782
"Oral History , Accession Number: 2003.253 , RG Number: RG-50.106.0162",interview: 2003 September 24,https://collections.ushmm.org/search/catalog/irn514210
"Oral History , RG Number: RG-50.030.0154",interview: 1990 October 12,https://collections.ushmm.org/search/catalog/irn504648
"Oral History , Accession Number: 1990.449.1 , RG Number: RG-50.030.0128",interview: 1990 September 11,https://collections.ushmm.org/search/catalog/irn504622
"Oral History , Accession Number: 1990.385.1 , RG Number: RG-50.030.0145",interview: 1990 May 10,https://collections.ushmm.org/search/catalog/irn504639
"Oral History , Accession Number: 1992.A.0125.32 , RG Number: RG-50.233.0032",interview: 1992 April 15,https://collections.ushmm.org/search/catalog/irn509114
"Oral History , Accession Number: 2013.274.1 , RG Number: RG-50.030.0720",interview: 2013 October 07,https://collections.ushmm.org/search/catalog/irn74539
"Oral History , Accession Number: 2005.86 , RG Number: RG-50.030.0493",interview: 2005 March 18,https://collections.ushmm.org/search/catalog/irn516732
"Oral History , Accession Number: 2004.46 , RG Number: RG-50.549.02.0076",interview: 2004 January 08,https://collections.ushmm.org/search/catalog/irn514869
"Oral History , Accession Number: 1994.A.0435 , RG Number: RG-50.106.0007",interview: 1994 April 06,https://collections.ushmm.org/search/catalog/irn504429
"Oral History , Accession Number: 2001.213.9 , RG Number: RG-50.969.0009",interview: 2001 January 23,https://collections.ushmm.org/search/catalog/irn558432
"Oral History , Accession Number: 2001.137.57 , RG Number: RG-50.010.0057",interview: 1979 June 14,https://collections.ushmm.org/search/catalog/irn508926
"Oral History , RG Number: RG-50.999.0465",interview: 2014 May 07,https://collections.ushmm.org/search/catalog/irn598578
"Oral History , Accession Number: 2022.9.18 , RG Number: RG-90.217.0018",Unknown,https://collections.ushmm.org/search/catalog/irn734859
"Oral History , Accession Number: 2022.9.14 , RG Number: RG-90.217.0014",Unknown,https://collections.ushmm.org/search/catalog/irn734855
"Oral History , Accession Number: 2022.9.4 , RG Number: RG-90.217.0004",Unknown,https://collections.ushmm.org/search/catalog/irn734845
"Oral History , Accession Number: 1999.A.0157 , RG Number: RG-50.549.02.0047",interview: 1999 June 22,https://collections.ushmm.org/search/catalog/irn506712
"Oral History , Accession Number: 1991.A.0137 , RG Number: RG-50.030.0056",interview: 1991 December 09,https://collections.ushmm.org/search/catalog/irn504466
"Oral History , Accession Number: 1999.A.0122.1400 , RG Number: RG-50.477.1400",interview: 1983 April 21,https://collections.ushmm.org/search/catalog/irn47694
"Oral History , RG Number: RG-50.030.0302",interview: 1995 February 06,https://collections.ushmm.org/search/catalog/irn504797
"Oral History , Accession Number: 1990.378.1 , RG Number: RG-50.030.0184",interview: 1990 April 30,https://collections.ushmm.org/search/catalog/irn504680
"Oral History , Accession Number: 1990.413.1 , RG Number: RG-50.030.0093",interview: 1990 June 25,https://collections.ushmm.org/search/catalog/irn504587
"Oral History , Accession Number: 1996.A.0216 , RG Number: RG-50.425.0001",interview: 1995 December 17,https://collections.ushmm.org/search/catalog/irn512326
"Oral History , Accession Number: 1992.A.0128.119 , RG Number: RG-50.165.0119",interview: 1990 March 01,https://collections.ushmm.org/search/catalog/irn511337
"Oral History , Accession Number: 1992.A.0128.61 , RG Number: RG-50.165.0061",interview: 1990 May 10,https://collections.ushmm.org/search/catalog/irn511286
"Oral History , Accession Number: 1994.A.0453.10 , RG Number: RG-50.164.0010",interview: 1992 July 24,https://collections.ushmm.org/search/catalog/irn511198
"Oral History , Accession Number: 1993.A.0094.30 , RG Number: RG-50.150.0030",Unknown,https://collections.ushmm.org/search/catalog/irn510633
"Oral History , Accession Number: 2010.198 , RG Number: RG-50.030.0582",interview: 2010 March 01,https://collections.ushmm.org/search/catalog/irn41726
"Oral History , RG Number: RG-50.999.0580",interview: 2016 August 03,https://collections.ushmm.org/search/catalog/irn598693
